DIBARI;30
CENTENARI;30
CARAFA;30
COLOMBARINI;30
STEFANONI;30
CREMA;30
BOVINO;30
TOGNUTTI;30
MILAZZO;30
LONGOBARDI;30
VASSALLO;30
BRIZZOLARA;30
VESPA;30
PAPURELLO;27
IACOVELLI;27
POLINI;27
NISI;27
FURINO;27
ARONICA;27
MONEGHETTI;27
COLOMBINI;27
SPIRIDIONI;27
BAGATO;27
MACCIONI;27
RUTELLI;27
MASSIGNANI;27
ALLIATA;27
SIMBENI;25
MALATERRA;25
BADESSO;25
QUARTARONE;25
SCHISANO;25
BERLINGUER;25
VICINI;25
SCOLLO;25
TUCCI;25
VAILATI;25
TAINO;25
SCIOSCIA;25
VERRAZZANI;25
SERATI;23
DEGAN;23
TOREGIANI;23
NACAR;23
GLORIOSO;23
SCARONI;23
BOCA;23
ROMEI;23
GRADA;23
FORTUNATO;23
GANZERLA;23
DIONIGI;23
TURCHETTA;23
PANGALLI;21
POMPILIO;21
MIRABILI;21
IULIANO;21
ANZILUTTI;21
PAOLAZZI;21
SOLDATI;21
GERMINARIO;21
MARAZZINI;21
ZULIANI;21
ABBATELLI;21
MUSACCO;21
BERLINGHIERI;21
BOMBARDIERI;20
PADOVAN;20
DUTTI;20
BIAMONTE;20
CASA;20
GERAVINI;20
PIANI;20
RAI;20
BUONI;20
FIORESI;20
MURABITO;20
CARO;20
MARCUCCIO;20
NUSCO;20
IAQUINTA;20
CORDINI;20
PANIGATTI;20
NIERO;20
ANTONIOTTI;18
GROTTAGLIE;18
ROFFI;18
ROTONDI;18
FARRI;18
RONCATI;18
GUERNIERI;18
PORCEDDA;18
PARESCHI;18
ANGELO;18
ALDUINI;18
MEMOLA;18
BARBANERA;18
AJALA;18
TAM;18
GIANCIPOLI;18
SERNESI;17
BORTINI;17
SCORDO;17
TUCCERI;17
GALLINARO;17
SCURI;17
RAIMONDO;17
PELLETTI;17
VOLPINO;17
BRUSCA;17
TAGLIERI;17
PAVONE;17
MAGLIOCCA;17
TURATI;16
FAZII;16
VEDDA;16
RAPALLO;16
BREMBILLA;16
BAGIACCHI;16
MUSSI;16
PELLETTIERI;16
CACCIOPPINI;16
BUSSO;16
GALIARDI;16
GUARIBERTO;16
ALESINA;16
MATTEI;15
TIOZZO;15
GERARI;15
ARCIDIACONO;15
FANTINO;15
SCARRAFONI;15
ZAMPRONI;15
TRAVERSINI;15
MERZARIO;15
TAFURI;15
ZAPPALA';15
LASPINA;15
PARTELE;15
NERI;14
PASSONI;14
FINI;14
BECCARINI;14
LANDRIANI;14
TASCINI;14
FOSSALI;14
TUFANISCO;14
CENTAMORI;14
GISMONDI;14
OLIVETTI;14
VALERIANO;14
RIGOTTI;14
BARBARINI;14
GORETTA;14
RUBANO;14
SETTIMI;14
MORICO;12
SIANO;12
CATTANEO;12
GIANI;12
STUCCHI;12
TACCHI;12
TRAININI;12
NASCIMBENI;12
PEDRAZZINI;12
PAPPA;12
SIGNORI;12
PACCIANI;12
BRANDOARDI;12
MARTELLENGHI;11
LAPI;11
D'ANGELO;11
PARAZZOLI;11
SALADINO;11
MARCONATO;11
FACCIOLO;11
AGRIOLI;11
SECHI;11
CACIOPPINI;11
SCORNAIENCHI;11
CADRINGHER;11
VAIRETTI;11
FARINA;11
PAPA;10
TURI;10
ARMELLI;10
CAPIZZI;10
VERDERIO;10
GIACONI;10
CAGGEGGI;10
FULLA;10
TOVI;10
ZAVATTARO;10
ABATICOLA;10
ADINOLFI;10
PASCOLI;10
LELLIS;10
ZIBORDI;10
ZELMI;10
VANNINI;10

Obj;69
CpuTime;16404700
